Gene	Description	Symbol	EC
MYCTH_2029952	Lumazine binding domain(RIB5)	RIB5	2.5.1.9
MYCTH_2030078	Galactose oxidase, central domain		
MYCTH_2030361	Major Facilitator Superfamily	QDR1	
MYCTH_2030430			
MYCTH_2030495	4F5 protein family		
MYCTH_2030723			
MYCTH_2030873	Glutamic acid-rich protein		
MYCTH_2031061			
MYCTH_2031268	Ima1 N-terminal domain		
MYCTH_2031276			
MYCTH_2031317			
MYCTH_2031554	Conserved region of Rad21 / Rec8 like protein(rec8)		
MYCTH_2031594	Sodium Bile acid symporter family(ARR3)	ARR3	
MYCTH_2031920	Dopa 4,5-dioxygenase family		
MYCTH_2031956	N-terminus of kinetochore NMS complex subunit Spc7		
MYCTH_2032045			
MYCTH_2032127	Protein of unknown function (DUF2456)		
MYCTH_2032303			
MYCTH_2032845			
MYCTH_2032939	Fungal pheromone mating factor STE2 GPCR(STE2)		
MYCTH_2033463	NADH-ubiquinone oxidoreductase 17.8 kDa subunit		
MYCTH_2033959	Small subunit of serine palmitoyltransferase-like		
MYCTH_2033977	Ubiquitin-like domain	RPL40B	
MYCTH_2033980	CFEM domain		
MYCTH_2034916			
MYCTH_2034929	Ubiquinol-cytochrome C chaperone	CBP3	
MYCTH_2034994	JAB/MPN domain(RRI1)	RRI1	
MYCTH_2035048	Uncharacterised protein family, YAP/Alf4/glomulin(YBP1)		
MYCTH_2035386			
MYCTH_2035523	DSBA-like thioredoxin domain		
MYCTH_2035701	Belongs to the archaeal rpoM eukaryotic RPA12 RPB9 RPC11 RNA polymerase family(RPA12)	RPA12	
MYCTH_2035750			
MYCTH_2035984	Major Facilitator Superfamily	MCH4	
MYCTH_2036106			
MYCTH_2036258	RNA polymerase Rpb3/Rpb11 dimerisation domain(RPC19)	RPC19	
MYCTH_20364	Domain of unknown function (DUF4110)(KEL3)	KEL3	
MYCTH_2036724			
MYCTH_2037019	Belongs to the ubiquitin-conjugating enzyme family	PEX4	2.3.2.23
MYCTH_2037035	Partial alpha/beta-hydrolase lipase region	YEH2	
MYCTH_2037146	Domain of unknown function (DUF202)		
MYCTH_2037236	Mediates the uptake of pyruvate into mitochondria	FMP43	
MYCTH_2037479	Myb-like DNA-binding domain	BAS1	
MYCTH_2037651			
MYCTH_2037656	Fungal specific transcription factor domain		
MYCTH_2038181			
MYCTH_2038387			
MYCTH_2038764			
MYCTH_2039088			
MYCTH_2039751			
MYCTH_2039818	40s ribosomal protein(RPS17B)	RPS17B	
MYCTH_2039926			
MYCTH_2039938	DNA directed RNA polymerase, 7 kDa subunit		
MYCTH_2040280			
MYCTH_2040301			
MYCTH_2040748	PLAC8 family		
MYCTH_2040766	aaa family atpase		
MYCTH_2041072	SprT-like family		
MYCTH_2041611			
MYCTH_2042312			
MYCTH_2042719	Glycosyl hydrolases family 18		3.2.1.14
MYCTH_2042961			
MYCTH_2043664	G protein-coupled glucose receptor regulating Gpa2		
MYCTH_2043746	Integrase core domain	YGR109W-B	
MYCTH_2044135			
MYCTH_2045079	F-box domain containing protein		
MYCTH_2045175			
MYCTH_2045420			
MYCTH_2045737	Major Facilitator Superfamily	QDR2	
MYCTH_2046198	Belongs to the ATG13 family. Fungi subfamily(ATG13)		
MYCTH_2046242			
MYCTH_2046354	FAD binding domain		1.14.13.1
MYCTH_2046431	Protein of unknown function (DUF962)	YGL010W	
MYCTH_2047322			
MYCTH_2047945			
MYCTH_2048131	Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family		2.1.1.37
MYCTH_2048823			
MYCTH_2048966	Component of the spliceosomal U1 snRNP, which is essential for recognition of the pre-mRNA 5' splice-site and the subsequent assembly of the spliceosome. U1-C is directly involved in initial 5' splice-site recognition for both constitutive and regulated alternative splicing. The interaction with the 5' splice-site seems to precede base-pairing between the pre-mRNA and the U1 snRNA. Stimulates commitment or early (E) complex formation by stabilizing the base pairing of the 5' end of the U1 snRNA and the 5' splice-site region(YHC1)	YHC1	
MYCTH_2049011	Belongs to the cytochrome P450 family	ERG5	
MYCTH_2049292	Histidine kinase group protein		
MYCTH_2049301	helicase superfamily c-terminal domain(irc3)	IRC3	
MYCTH_2049318	Ribosome 60S biogenesis N-terminal	URB1	
MYCTH_2049466	Belongs to the glutaredoxin family	YDR286C	
MYCTH_2049580			
MYCTH_2049605	Domain of unknown function (DUF202)		
MYCTH_2049620	CBF/Mak21 family(MAK21)	MAK21	
MYCTH_2049706	Arb2 domain		
MYCTH_2049780	ABC transporter transmembrane region	YBT1	
MYCTH_2049865	DJ-1/PfpI family		
MYCTH_2049886	retrotransposable element tf2 155 kda protein type 1-like		
MYCTH_2049934	Catalyzes conversion of folates to polyglutamate derivatives allowing concentration of folate compounds in the cell and the intracellular retention of these cofactors, which are important substrates for most of the folate-dependent enzymes that are involved in one-carbon transfer reactions involved in purine, pyrimidine and amino acid synthesis	MET7	6.3.2.17
MYCTH_2049971			
MYCTH_2050031	Belongs to the Nudix hydrolase family(YSA1)	YSA1	3.6.1.13
MYCTH_2050101	retrotransposable element tf2 155 kda protein type 1-like		
MYCTH_2050200			
MYCTH_2050220	HECT-like Ubiquitin-conjugating enzyme (E2)-binding	YJR141W	2.3.2.26
MYCTH_2050269		YGR109W-B	
MYCTH_2050335	GRF zinc finger		
MYCTH_2050348	snRNP Sm proteins(lsm7)	LSM7	
MYCTH_2050447			
MYCTH_2050467	Broad-Complex, Tramtrack and Bric a brac		
MYCTH_2050486	chiasma assembly		2.3.2.27
MYCTH_2050514	Binding domain of Nse4/EID3 to Nse3-MAGE	NSE4	
MYCTH_2050561			
MYCTH_2050660	Prokaryotic homologs of the JAB domain(RPN11)	RPN11	
MYCTH_2050741	N-glycosylation protein	EOS1	
MYCTH_2050866			
MYCTH_2050929	Haloacid dehalogenase-like hydrolase(SDT1)	SDT1	
MYCTH_2050951	Inositol monophosphatase family	MET22	3.1.3.7
MYCTH_2050974	retrotransposable element tf2 155 kda protein type 1-like		
MYCTH_2050996	Spc7_C2	SPC105	
MYCTH_2051009	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain	CAT8	
MYCTH_2051026	Contains two conserved F residues(PRP40)	PRP40	
MYCTH_2051156			
MYCTH_2051168	Taurine catabolism dioxygenase TauD, TfdA family	JLP1	
MYCTH_2051209	Pfam:DUF2454		
MYCTH_2051335	phosphoglycerate dehydrogenase activity		
MYCTH_2051357	Type I 3-dehydroquinase	ARO1	
MYCTH_2051392			
MYCTH_2051419	Protein tyrosine kinase	STE20	
MYCTH_2051606	Major Facilitator Superfamily	MCH4	
MYCTH_2051636	Prolyl 4-hydroxylase alpha subunit homologues.		1.14.11.2
MYCTH_2051640	Proteasome stabiliser(ECM29)	ECM29	
MYCTH_2051705	Involved in transport from the ER to the Golgi apparatus as well as in intra-Golgi transport. It belongs to a super-family of proteins called t-SNAREs or soluble NSF (N-ethylmaleimide- sensitive factor) attachment protein receptor(GOS1)	GOS1	
MYCTH_2051745	WD40 repeats(WDR6)	RTT10	
MYCTH_2051835	Arv1-like family	ARV1	
MYCTH_2051955			
MYCTH_2051994	Swim zinc finger		
MYCTH_2052150	Centromere protein H (CENP-H)		
MYCTH_2052169			
MYCTH_2052313		YGR109W-B	
MYCTH_2052357	DNA repair metallo-beta-lactamase(pso2)	PSO2	
MYCTH_2052384			
MYCTH_2052439			
MYCTH_2052509	retrotransposable element tf2 155 kda protein type 1-like		
MYCTH_2052590	protein ubiquitination		
MYCTH_2052653	Protein of unknown function (DUF775)	OPI10	
MYCTH_2052657	LrgB-like family		
MYCTH_2052693	NAD(P)-binding Rossmann-like domain		
MYCTH_2052727	Domain of unknown function (DUF1996)		
MYCTH_2052748			
MYCTH_2052762			
MYCTH_2052991	Glutathione-dependent formaldehyde-activating		
MYCTH_2053048			
MYCTH_2053143	to reverse transcriptase	YGR109W-B	
MYCTH_2053156			
MYCTH_2053230			
MYCTH_2053430	Major Facilitator Superfamily	TPO2	
MYCTH_2053489	Clr5 domain		
MYCTH_2053528			
MYCTH_2053555			
MYCTH_2053582			
MYCTH_2053587			
MYCTH_2053677	Pex2 / Pex12 amino terminal region(PEX12)	PEX12	
MYCTH_2053975			
MYCTH_2054051		YIL082W-A	
MYCTH_2054076			
MYCTH_2054138			
MYCTH_2054145	Anaphase-promoting complex subunit 5(apc5)	APC5	
MYCTH_2054177			
MYCTH_2054216			
MYCTH_2054219	NADH-ubiquinone oxidoreductase chain 5(nad5)		1.6.5.3
MYCTH_2054232	retrotransposable element tf2 155 kda protein type 1-like		
MYCTH_2054249	Belongs to the gluconokinase GntK GntV family	YDR248C	2.7.1.12
MYCTH_2054417			
MYCTH_2054491	Belongs to the adaptor complexes small subunit family(aps2)	APS2	
MYCTH_2054500	Glycosyl hydrolase family 61		
MYCTH_2054510			
MYCTH_2054541	Splicing factor 3B subunit 10 (SF3b10)	YSF3	
MYCTH_2054555	Methyltransferase		
MYCTH_2054578			
MYCTH_2054613	4'-phosphopantetheinyl transferase superfamily		
MYCTH_2054788	retrotransposable element tf2 155 kda protein type 1-like		
MYCTH_2054820	ATP adenylyltransferase	APA2	2.7.7.53
MYCTH_2054970		YGR109W-B	
MYCTH_2054998			
MYCTH_2055104	Aminotransferase class-V		
MYCTH_2055144	C-terminal duplication domain of Friend of PRMT1	PAB1	
MYCTH_2055207			
MYCTH_2055311	Belongs to the peptidase C19 family(creB)	UBP13	3.4.19.12
MYCTH_2055546	RhoGEF domain		
MYCTH_2055557			
MYCTH_2055571			
MYCTH_2055575	integral membrane protein		
MYCTH_2055617			
MYCTH_2055659	Proteasome subunit(PUP3)	PUP3	3.4.25.1
MYCTH_2055700	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	ARG8	
MYCTH_2055845	Amino acid permease(HIP1)	GAP1	
MYCTH_2055941			
MYCTH_2055951			
MYCTH_2055981			
MYCTH_2055988			
MYCTH_2056182		YIL082W-A	
MYCTH_2056315			
MYCTH_2056329			
MYCTH_2056455			
MYCTH_2056582	Ornithine decarboxylase antizyme		
MYCTH_2056896	Ankyrin repeat(YAR1)	YAR1	
MYCTH_2057017	Erythromycin esterase		
MYCTH_2057132	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
MYCTH_2057198	14-3-3 protein		
MYCTH_2057234			
MYCTH_2057284	PRP1 splicing factor, N-terminal(prp1)	PRP6	
MYCTH_2057317	UV-endonuclease UvdE		
MYCTH_2057386	Sugar (and other) transporter	GAL2	
MYCTH_2057433	Nucleotide exchange factor Fes1(FES1)	FES1	
MYCTH_2057467			
MYCTH_2057540	Protein of unknown function (DUF3455)		
MYCTH_2057586			
MYCTH_2057697	Belongs to the oxygen-dependent FAD-linked oxidoreductase family		
MYCTH_2057781			
MYCTH_2057810	Fructosamine kinase		
MYCTH_2057851			
MYCTH_2057861	Broad-specificity nucleoside monophosphate (NMP) kinase that catalyzes the reversible transfer of the terminal phosphate group between nucleoside triphosphates and monophosphates. Has also ATPase activity. May be involved in rRNA maturation and transcription regulation(FAP7)	FAP7	2.7.4.3
MYCTH_2057906	Belongs to the glycosyl hydrolase 28 family	PGU1	
MYCTH_2057956	Serine/Threonine protein kinases, catalytic domain	SPS1	1.1.99.40,2.7.11.1
MYCTH_2057978	Glycosyl transferase family 21(HSX11)		2.4.1.80
MYCTH_2058054			
MYCTH_2058064	AMP-binding enzyme C-terminal domain	PCS60	6.2.1.12
MYCTH_2058169			
MYCTH_2058204		YLR099W-A	
MYCTH_2058263	Fungal specific transcription factor domain	PUT3	
MYCTH_2058328	Hus1-like protein(hus1)		
MYCTH_2058345	RPR		
MYCTH_2058349	catalytic domain of ctd-like phosphatases		
MYCTH_2058462			
MYCTH_2058464	Heterokaryon incompatibility protein (HET)		
MYCTH_2058513			
MYCTH_2058544			
MYCTH_2058549	Vacuolar protein sorting 55(VPS55)	VPS55	
MYCTH_2058599		YIL080W	
MYCTH_2058620	Belongs to the universal ribosomal protein uS13 family	SWS2	
MYCTH_2058658	Helicase associated domain (HA2)  Add an annotation(ECM16)	ECM16	3.6.4.13
MYCTH_2058711	Trehalose utilisation		
MYCTH_2058752			
MYCTH_2058793			
MYCTH_2058820	PLD-like domain		
MYCTH_2058974	Protein of unknown function (DUF2408)	YPL260W	
MYCTH_2059010	Dienelactone hydrolase family	AIM2	
MYCTH_2059044	integral membrane protein		
MYCTH_2059134	Uncharacterized conserved protein (DUF2183)	APP1	
MYCTH_2059186	Belongs to the oxygen-dependent FAD-linked oxidoreductase family		
MYCTH_2059212	Methyltransferase domain		
MYCTH_2059227	ribosomal protein(yml6)	YML6	
MYCTH_2059229	Fcf1(FCF1)	FCF1	
MYCTH_2059249	Belongs to the purine-cytosine permease (2.A.39) family	FCY22	
MYCTH_2059277	Protein tyrosine kinase	RCK2	
MYCTH_2059413	Nup85 Nucleoporin		
MYCTH_2059428	Fungal trichothecene efflux pump (TRI12)	VBA5	
MYCTH_2059558	Transcription factor cmr1		
MYCTH_2059579	Belongs to the glycosyl hydrolase 3 family(bglF)		3.2.1.21
MYCTH_2059686	ABC transporter	YCF1	
MYCTH_2059724		YGR109W-B	
MYCTH_2059769			
MYCTH_2059795	Cwf15/Cwc15 cell cycle control protein(CWC15)		
MYCTH_2059803	RNA pol II promoter Fmp27 protein domain(FMP27)	YPR117W	
MYCTH_2059965	Ferritin-like domain		
MYCTH_2060008	Belongs to the FMO family	FMO1	
MYCTH_2060065	Belongs to the cytochrome P450 family	ERG5	
MYCTH_2060085	Terpene synthase family, metal binding domain		
MYCTH_2060093	tRNA pseudouridine synthase D (TruD)(PUS7)	PUS7	5.4.99.27
MYCTH_2060145	Signal recognition particle 9 kDa protein (SRP9)		
MYCTH_2060153	HEAT repeat protein	TTI1	
MYCTH_2060198			
MYCTH_2060218	Transcription factor(SEF1)		
MYCTH_2060238			
MYCTH_2060248	aaa family atpase		
MYCTH_2060315	Belongs to the cytochrome P450 family	ERG11	
MYCTH_2060338	Taurine catabolism dioxygenase TauD, TfdA family	JLP1	
MYCTH_2060364			
MYCTH_2060403	Glycosyl hydrolase family 61		1.14.99.54
MYCTH_2060417	Urb2/Npa2 family	URB2	
MYCTH_2060432	solute carrier family 35 member e3		
MYCTH_2060437	Subtilase family		3.4.14.9
MYCTH_2060442	Aldo/keto reductase family	YPR127W	
MYCTH_2060489			
MYCTH_2060529	Zinc-binding dehydrogenase	SOR2	
MYCTH_2060549			
MYCTH_2060581	to reverse transcriptase	YIL082W-A	
MYCTH_2060623			
MYCTH_2060641	Prolyl 4-hydroxylase alpha subunit homologues.		1.14.11.2
MYCTH_2060682	CoA-transferase family III		
MYCTH_2060683			
MYCTH_2060709	Sodium/hydrogen exchanger family		
MYCTH_2060712			
MYCTH_2060757	Protein of unknown function (DUF3716)(TSC10)	TSC10	1.1.1.102,1.1.1.56
MYCTH_2060854	retrotransposable element tf2 155 kda protein type 1-like	YIL082W-A	
MYCTH_2060890			
MYCTH_2060907	Zeta toxin		
MYCTH_2060942	Fungal specific transcription factor domain		
MYCTH_2060992	Serine aminopeptidase, S33		
MYCTH_2061162	Zinc finger, C2H2 type	SWI5	
MYCTH_2061173	ATPase family associated with various cellular activities (AAA)	CTF18	
MYCTH_2061176	Belongs to the small Tim family(TIM13)	TIM13	
MYCTH_2061275	Protein tyrosine kinase	CDC5	
MYCTH_2061412			
MYCTH_2061546	SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains		
MYCTH_2061596	3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity		
MYCTH_2061639	EthD domain		
MYCTH_2061764	adenosine deaminase		3.5.4.4
MYCTH_2061788	retrotransposable element tf2 155 kda protein type 1-like		
MYCTH_2061829	DNA polymerase(POL1)	POL1	2.7.7.7
MYCTH_2061852			
MYCTH_2061855	Belongs to the peptidase C1 family		
MYCTH_2061857	haloacid dehalogenase-like hydrolase	PCA1	3.6.3.4
MYCTH_2061987	Cytochrome P450		
MYCTH_2062045	Fungal specific transcription factor domain		
MYCTH_2062055	Glycosyl hydrolases family 16	CRH1	
MYCTH_2062106	to reverse transcriptase		
MYCTH_2062163			
MYCTH_2062179	HEAT repeat protein	LAA1	
MYCTH_2062193	twin BRCT domain(DPB11)		
MYCTH_2062214	AAR2 protein		
MYCTH_2062247	Methyltransferase domain		
MYCTH_2062265	Arrestin_N terminal like(LDB19)	LDB19	
MYCTH_2062291	Rhodanese-like domain		
MYCTH_2062435			
MYCTH_2062582	Transmembrane alpha-helix domain-containing protein		
MYCTH_2062613	Zinc finger, C2H2 type	PZF1	
MYCTH_2062645			
MYCTH_2062716			
MYCTH_2062719	Phosphorylates Ins(1,3,4,5,6)P5 at position 2 to form Ins(1,2,3,4,5,6)P6 (InsP6 or phytate)(IPK1)		2.7.1.158
MYCTH_2062826	Nuclear cap-binding protein subunit 2(CBC2)	CBC2	
MYCTH_2062887	60S ribosomal protein(RPL7)	RPL7A	
MYCTH_2062976			
MYCTH_2063030	Fungal specific transcription factor domain	RDR1	
MYCTH_2063083			
MYCTH_2063115			
MYCTH_2063133	Belongs to the multicopper oxidase family	FET3	1.10.3.3
MYCTH_2063165			
MYCTH_2063204	Cytochrome P450	DIT2	
MYCTH_2063233			
MYCTH_2063277	F-actin-capping proteins bind in a Ca(2 )-independent manner to the fast growing ends of actin filaments (barbed end) thereby blocking the exchange of subunits at these ends. Unlike other capping proteins (such as gelsolin and severin), these proteins do not sever actin filaments(CAP1)	CAP1	
MYCTH_2063325			
MYCTH_2063330			
MYCTH_2063376			
MYCTH_2063420	Belongs to the mitochondrial carrier (TC 2.A.29) family	YPR011C	
MYCTH_2063443	FAD dependent oxidoreductase		
MYCTH_2063555	Steryl acetyl hydrolase		
MYCTH_2063591	Common central domain of tyrosinase		1.14.18.1
MYCTH_2063631			
MYCTH_2063736	Protein tyrosine kinase(PKC1)	YPK2	2.7.11.1
MYCTH_2063758	ESCRT-II complex subunit	VPS25	
MYCTH_2063854	Major Facilitator Superfamily(SEO1)	SEO1	
MYCTH_2063953			
MYCTH_2063966			
MYCTH_2064081			
MYCTH_2064169	Belongs to the glycosyl hydrolase 43 family		
MYCTH_2064311			
MYCTH_2064312	Belongs to the short-chain dehydrogenases reductases (SDR) family		
MYCTH_2064349	Belongs to the eukaryotic ribosomal protein eS7 family(RPS7A)	RPS7A	
MYCTH_2064467	Foie gras liver health family 1		
MYCTH_2064480			
MYCTH_2064545			
MYCTH_2064601	S-adenosyl-L-methionine-dependent protein methyltransferase that trimethylates the N-terminal glycine 'Gly- 2' of elongation factor 1-alpha, before also catalyzing the mono- and dimethylation of 'Lys-3'(EFM7)	NNT1	2.1.1.1
MYCTH_2064609	Belongs to the complex I LYR family		
MYCTH_2064613	Luciferase-like monooxygenase		1.14.14.5
MYCTH_2064631	Major Facilitator Superfamily	TNA1	
MYCTH_2064750	retrotransposable element tf2 155 kda protein type 1-like		
MYCTH_2064786	retrotransposable element tf2 155 kda protein type 1-like		
MYCTH_2064798	Major Facilitator Superfamily	SEO1	
MYCTH_2064803	Enoyl-(Acyl carrier protein) reductase	SPS19	1.1.1.252
MYCTH_2064824	proline iminopeptidase		
MYCTH_2064829			
MYCTH_2064854	Myb-like DNA-binding domain	CEF1	
MYCTH_2064865	Domain of unknown function (DUF1996)		
MYCTH_2064870	Dynactin p62 family		
MYCTH_2064932	Mandelate racemase / muconate lactonizing enzyme, C-terminal domain		4.2.1.146,4.2.1.68
MYCTH_2064957	Glycosyl transferases group 1		
MYCTH_2064976	Lipoxygenase		
MYCTH_2064998	Class II Aldolase and Adducin N-terminal domain		
MYCTH_2065104	Beta-lactamase superfamily domain	FMP30	
MYCTH_2065208			
MYCTH_2065222		YDL218W	
MYCTH_2065241	Fungal potassium channel(KCH1)	YJR054W	
MYCTH_2065250		YGR109W-B	
MYCTH_2065257	Major Facilitator Superfamily	MCH4	
MYCTH_2065342	retrotransposable element tf2 155 kda protein type 1-like		
MYCTH_2065457			
MYCTH_2065465			
MYCTH_2065658	Fungal specific transcription factor domain		
MYCTH_2065690	Protein tyrosine kinase	DUN1	
MYCTH_2065691	Cytochrome domain of cellobiose dehydrogenase		
MYCTH_2065718	Zinc finger C-x8-C-x5-C-x3-H type (and similar)		
MYCTH_2065741			
MYCTH_2065743	integral membrane protein		
MYCTH_2065797	Belongs to the peptidase A1 family	PEP4	
MYCTH_2065815	retrotransposable element tf2 155 kda protein type 1-like	YGR109W-B	
MYCTH_2065824	Peptidyl-trna hydrolase	YOL114C	3.1.1.29
MYCTH_2065851	Glycosyl hydrolases family 16		
MYCTH_2066181	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain	YFL052W	
MYCTH_2066192			
MYCTH_2066229			
MYCTH_2066239	Redoxin	AHP1	1.11.1.15
MYCTH_2066269			
MYCTH_2066278			
MYCTH_2066299			
MYCTH_2066367	Micro-tubular organiser Mto1 C-term Mto2-binding region		
MYCTH_2066447			
MYCTH_2066457	Cutinase		3.1.1.72
MYCTH_2066475	Alpha/beta hydrolase family	YNR064C	
MYCTH_2066477			
MYCTH_2066488	AAA domain	ECM32	
MYCTH_2066622	FAD-binding domain	FRE3	
MYCTH_2066662	O-methyltransferase		
MYCTH_2066697	Belongs to the pyruvate kinase family(PYK1)	CDC19	2.7.1.40
MYCTH_2066841	Protein tyrosine kinase	IME2	
MYCTH_2066922		YGR109W-B	
MYCTH_2066939	Common central domain of tyrosinase		1.14.18.1
MYCTH_2067021	GNAT family acetyltransferase(NAT4)	NAT4	2.3.1.257
MYCTH_2067028			
MYCTH_2067066			
MYCTH_2067101			
MYCTH_2067166	Belongs to the SKP1 family	SKP1	
MYCTH_2067168			
MYCTH_2067210	Belongs to the cytochrome b5 family	IRC21	1.6.2.2
MYCTH_2067244	Quinic acid utilization activator	ASG1	
MYCTH_2067245	Helicase conserved C-terminal domain		
MYCTH_2067358	Glycoside hydrolase family 18 protein		3.2.1.14
MYCTH_2067387			
MYCTH_2067418	Inositol-1-monophosphatase	INM2	3.1.3.25
MYCTH_2067426	CHAT domain		
MYCTH_2067458	Four repeated domains in the Fasciclin I family of proteins, present in many other contexts.		
MYCTH_2067470	Belongs to the mitochondrial carrier (TC 2.A.29) family	ORT1	
MYCTH_2067496	NUDIX domain		
MYCTH_2067533	Histidine phosphatase superfamily (branch 1)		
MYCTH_2067613	Interconversion of serine and glycine(SHM2)	SHM2	2.1.2.1
