Gene	Description	Symbol	EC
ANI_1_1096074	ATP-dependent RNA helicase required for ribosome biogenesis. Involved in the release of U14 snoRNA in pre-ribosomal complexes. Required for pre-rRNA cleavage at site A2 (By similarity)(DBP4)		3.6.4.13
ANI_1_1096084	Kelch motif		
ANI_1_1096124	DNA repair protein Rhp26 Rad26(rhp26)		
ANI_1_1096134	C6 transcription factor		
ANI_1_1096164			
ANI_1_1096184	C6 transcription factor (AmyR)		
ANI_1_1098024	Methionine synthase, vitamin-B12 independent		
ANI_1_1098034	HNH endonuclease		
ANI_1_1098064	Belongs to the universal ribosomal protein uS17 family(RPS11B)		
ANI_1_1098074	DnaJ domain protein(spf31)		
ANI_1_1098084			
ANI_1_1098124			
ANI_1_1098134	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
ANI_1_1098164	Oxidoreductase family, C-terminal alpha/beta domain		1.1.1.18,1.1.1.369
ANI_1_1098184	Belongs to the glycosyl hydrolase 31 family		3.2.1.20
ANI_1_1100014	Acts as catalytic component of the CCR4-NOT core complex, which in the nucleus seems to be a general transcription factor, and in the cytoplasm the major mRNA deadenylase involved in mRNA turnover. Ccr4 has 3'-5' RNase activity with a strong preference for polyadenylated substrates and also low exonuclease activity towards single-stranded DNA. Discovered because of its role in the control of ADH2 gene expression. It is required for the expression of genes involved in non-fermentative growth (By similarity)(CCR4)		3.1.13.4
ANI_1_1100084	Belongs to the histidine acid phosphatase family		
ANI_1_1100104	Catalyzes the reversible decarboxylation of aromatic carboxylic acids like ferulic acid, p-coumaric acid or cinnamic acid, producing the corresponding vinyl derivatives 4-vinylphenol, 4-vinylguaiacol, and styrene, respectively, which play the role of aroma metabolites(FDC1)		4.1.1.102
ANI_1_1100124	Mediator complex subunit 27		
ANI_1_1100134	Belongs to the glycosyl hydrolase 32 family(MgSUC1)		3.2.1.26
ANI_1_1100144	dipeptidylpeptidase		
ANI_1_1100164	integral membrane protein		
ANI_1_1100184	alpha-amylase		3.2.1.1
ANI_1_110084	Enoyl-(Acyl carrier protein) reductase		
ANI_1_110104	Nicotinate phosphoribosyltransferase(NPT1)		6.3.4.21
ANI_1_110114	Protein-ER retention protein (Erd1)(ERD1)		
ANI_1_110124			
ANI_1_110154	GTP binding protein (Gtp1)(RBG2)		
ANI_1_110164	Domain of unknown function (DUF3328)		
ANI_1_110174	Belongs to the tannase family		3.1.1.20
ANI_1_110184	Major Facilitator Superfamily		
ANI_1_1102014	SAM binding motif containing protein		
ANI_1_1102034			
ANI_1_1102084	MFS multidrug transporter		
ANI_1_1102124	Serine peptidase, family S28		
ANI_1_1102134	Amino acid transporter		
ANI_1_1102164	Transferase family		
ANI_1_1102184	Transcription factor required for protein utilization and degradation. Regulates transcription of major secreted proteases(prtT)		
ANI_1_1104034	belongs to the acetylglutamate kinase family		
ANI_1_1104074	This enzyme is required for electron transfer from NADP to cytochrome P450 in microsomes. It can also provide electron transfer to heme oxygenase and cytochrome B5. Involved in ergosterol biosynthesis(cprA)		1.6.2.4
ANI_1_1104124	Chlorohydrolase family		3.5.4.3
ANI_1_1104134	Cytochrome c mitochondrial import factor (Cyc2)(CYC2)		
ANI_1_1104144	MFS transporter		2.7.11.1
ANI_1_1104164	2OG-Fe(II) oxygenase superfamily		
ANI_1_1106014	Component of the regulatory network controlling carbon source utilization through ubiquitination and deubiquitination involving creA, creB, creC, creD and acrB. Involved in resistance to acriflavine, and required for normal growth on a range of sole carbon sources, including fructose, cellobiose, raffinose, and starch, and reduced utilization of amino acids, including GABA and beta-alanine, as sole carbon and nitrogen sources(acrB)		
ANI_1_1106074	3-hydroxyisobutyrate dehydrogenase		1.1.1.31
ANI_1_1106084	RTA1 like protein(RSB1)		
ANI_1_1106124			
ANI_1_1106134	Catalyzes the reversible hydration of cis-homoaconitate to (2R,3S)-homoisocitrate, a step in the alpha-aminoadipate pathway for lysine biosynthesis(LYS4)		4.2.1.36
ANI_1_1106144	Belongs to the protein kinase superfamily(ENV7)		2.7.11.1
ANI_1_1106164	Protein kinase domain		
ANI_1_1106184	FAD binding domain protein		
ANI_1_1108024	C6 transcription factor (Mut3)(GIN1)		
ANI_1_1108034	Acetyltransferase (GNAT) domain		
ANI_1_1108084	Condensation domain		
ANI_1_1108094			
ANI_1_1108104	Stress responsive A/B Barrel Domain		
ANI_1_1108124			
ANI_1_1108134	ankyrin repeat		
ANI_1_1108144	Noc1p protein		
ANI_1_1108164	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors (By similarity)(SRB4)		
ANI_1_1110034			
ANI_1_1110084	ABC transporter transmembrane region		
ANI_1_1110124	Arginase family		3.5.3.1
ANI_1_1110134	Belongs to the STXBP unc-18 SEC1 family(VPS45)		
ANI_1_1110144	Catalyzes the oxidative ring opening of 3- hydroxyanthranilate to 2-amino-3-carboxymuconate semialdehyde, which spontaneously cyclizes to quinolinate(BNA1)		1.13.11.6
ANI_1_1110164	Zinc-binding domain		
ANI_1_1112034	Transcription factor		
ANI_1_1112084	Serine aminopeptidase, S33		
ANI_1_1112104	non-haem dioxygenase in morphine synthesis N-terminal		
ANI_1_1112134	HATPase_c domain protein		
ANI_1_1112164	67 kDa myosin-cross-reactive antigen family protein		4.2.1.53
ANI_1_1114014	Vacuolar protein sorting-associated protein Vps5(vps5)		
ANI_1_1114024	Forkhead transcription factor Fkh1 2(FKH2)		
ANI_1_1114074	Protein trafficking PGA2		
ANI_1_1114084	N-terminal half of MaoC dehydratase		2.3.1.86
ANI_1_1114124	Amidohydrolase		4.1.1.52
ANI_1_1114134	Lysine decarboxylase-like protein		
ANI_1_1114164	Belongs to the oxygen-dependent FAD-linked oxidoreductase family		
ANI_1_1114184	TATA-binding related factor (TRF) of subunit 20 of Mediator complex		
ANI_1_1116034	Mycolic acid cyclopropane synthetase		2.1.1.79
ANI_1_1116074	CENP-S protein(MHF1)		
ANI_1_1116084	Thioesterase-like superfamily		
ANI_1_1116124	cytochrome P450		
ANI_1_1116134	Mitochondrial mRNA processing protein PET127(PET127)		
ANI_1_1116144	Pre-mRNA splicing factor		
ANI_1_1116164	Heat shock trehalose synthase		2.4.1.231
ANI_1_1116184	Calmodulin(CMD1)		
ANI_1_1118014	Calnexin		
ANI_1_1118024	fatty acid oxygenase(ppoC)		1.13.11.60,1.13.11.62,1.14.99.1,5.4.4.5
ANI_1_1118034	Belongs to the FPP GGPP synthase family		2.5.1.1,2.5.1.10,2.5.1.29
ANI_1_1118084	Serine hydrolase (FSH1)		
ANI_1_1118094	Encoded by		
ANI_1_1118124	alpha/beta hydrolase fold		
ANI_1_1118134	Pleckstrin homology domain.		
ANI_1_1118164	Pyridine nucleotide-disulphide oxidoreductase		
ANI_1_1118184	Belongs to the syntaxin family(tlg2)		
ANI_1_1120014	Methylmalonate-semialdehyde dehydrogenase(ALD6)		1.2.1.18,1.2.1.27
ANI_1_1120034	Aromatic ring-opening dioxygenase LigB subunit		
ANI_1_1120064	Has endoglucanase activity on substrates containing beta-1,4 glycosidic bonds, like in carboxymethylcellulose (CMC), hydroxyethylcellulose (HEC) and beta-glucan. Involved in the degradation of complex natural cellulosic substrates(eglB)		3.2.1.4
ANI_1_1120074	Phytanoyl-CoA dioxygenase (PhyH)		
ANI_1_1120084	Transferase family		
ANI_1_1120104	Belongs to the cytochrome P450 family		1.14.13.174
ANI_1_1120124	fungal specific transcription factor		
ANI_1_1120134			
ANI_1_1120144	PWWP domain protein		
ANI_1_1120164	IMP-specific 5'-nucleotidase involved in IMP (inositol monophosphate) degradation(ISN1)		3.1.3.99
ANI_1_1120184	DUF618 domain protein(RTT103)		
ANI_1_112044	DnaJ domain protein(SCJ1)		
ANI_1_112054			
ANI_1_112064	Metallo-beta-lactamase domain protein		
ANI_1_112074	phosphatase 2C(PTC2)		3.1.3.16
ANI_1_112094	DNA polymerase delta subunit 4		
ANI_1_112114	Peroxisome biosynthesis protein (Peroxin-10)(PEX10)		
ANI_1_112124	R3H-associated N-terminal domain		
ANI_1_112144	Redoxin		1.11.1.15
ANI_1_112184	STF2-like protein		
ANI_1_1122034	Belongs to the glycosyl hydrolase 28 family		
ANI_1_1122064	Integral membrane protein		
ANI_1_1122084	GDP-mannose 4,6 dehydratase(GRE2)		1.1.1.283
ANI_1_1122094	Catalyzes the conversion of methylglyoxal (MG) to D- lactate in a single glutathione (GSH)-independent step. May play a role in detoxifying endogenously produced glyoxals. Involved in protection against reactive oxygen species (ROS)(HSP31)		4.2.1.130
ANI_1_1122134			
ANI_1_1122144	Integral membrane protein		
ANI_1_1122164	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
ANI_1_1122184	Hsp90 co-chaperone Cdc37(CDC37)		
ANI_1_1124034	FAD binding domain		
ANI_1_1124064	1-phosphatidylinositol-3-phosphate 5-kinase (Fab1)(MDM12)		2.7.1.150
ANI_1_1124084	AMP-binding enzyme C-terminal domain		
ANI_1_1124094	Quinone oxidoreductase		1.6.5.5
ANI_1_1124124	L-lysine 6-monooxygenase (NADPH-requiring)		1.14.13.22
ANI_1_1124134	alpha beta fold family		
ANI_1_1124164	Major Facilitator Superfamily(MDR1)		
ANI_1_1126014	Alpha-1,6-mannosyltransferase subunit (Ecm39)(ECM39)		2.4.1.260
ANI_1_1126034	alpha/beta hydrolase fold		
ANI_1_1126064	Belongs to the pyruvate kinase family(PYK1)		2.7.1.40
ANI_1_1126084	Belongs to the oxygen-dependent FAD-linked oxidoreductase family		
ANI_1_1126124	Belongs to the short-chain dehydrogenases reductases (SDR) family		
ANI_1_1126134			
ANI_1_1126144	Transcription factor		
ANI_1_1126164	Protein of unknown function (DUF3176)		
ANI_1_1126184	Nucleoside transporter		
ANI_1_1128014	Yos1-like		
ANI_1_1128034	NAD(P)H-binding		
ANI_1_1128064	Fungal protein of unknown function (DUF1748)		
ANI_1_1128074	Belongs to the FMO family		
ANI_1_1128084	salicylate hydroxylase		1.14.13.1
ANI_1_1128094	Glutathione S-transferase, C-terminal domain		
ANI_1_1128124	Enoyl-(Acyl carrier protein) reductase		
ANI_1_1128134	Component of the 90S pre-ribosome involved in the maturation of rRNAs. Required for early cleavages of the pre-RNAs in the 40S ribosomal subunit maturation pathway (By similarity)(RRP36)		
ANI_1_1128144	SLA1 homology domain 1, SHD1(SLA1)		
ANI_1_1128164	short chain dehydrogenase		
ANI_1_1128184	Protein of unknown function (DUF1682)		
ANI_1_1130014	Ubiquitin thioesterase component of the regulatory network controlling carbon source utilization through ubiquitination and deubiquitination involving creA, creB, creC, creD and acrB. Deubiquitinates the creA catabolic repressor and the quinate permease qutD. Plays also a role in response to carbon starvation and the control of extracellular proteases activity(creB)		3.4.19.12
ANI_1_1130024	G protein complex alpha subunit GanA		
ANI_1_1130034	Uncharacterised MFS-type transporter YbfB		
ANI_1_1130084	Cytochrome P450		1.14.13.12
ANI_1_1130104	Protein of unknown function (DUF1688)		
ANI_1_1130124	Glycosyl hydrolase family 79 C-terminal beta domain		
ANI_1_1130134	NIF domain protein		
ANI_1_1130144	Misfolded glycoproteins degradation protein Yos9(YOS9)		
ANI_1_1130164	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
ANI_1_1130184	Component of the ERMES MDM complex, which serves as a molecular tether to connect the endoplasmic reticulum and mitochondria. Components of this complex are involved in the control of mitochondrial shape and protein biogenesis and may function in phospholipid exchange. mdm34 is required for the interaction of the ER-resident membrane protein mmm1 and the outer mitochondrial membrane-resident beta-barrel protein mdm10(MDM34)		
ANI_1_1132014	Histidyl-tRNA synthetase, mitochondrial(HTS1)		6.1.1.21
ANI_1_1132034	UbiA prenyltransferase		
ANI_1_1132074	Belongs to the 5'-nucleotidase family		
ANI_1_1132084	polyketide synthase		
ANI_1_1132124	Adenylosuccinate lyase C-terminus		
ANI_1_1132134	Elongation factor(TEF4)		
ANI_1_1132144	Belongs to the pirin family(PRN1)		
ANI_1_1132164	Fungal specific transcription factor domain		
ANI_1_1134024	Proton-conducting pore forming subunit of the membrane integral V0 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells(CUP5)		
ANI_1_1134034	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family(HXT5)		
ANI_1_1134084	Transcription factor		
ANI_1_1134124	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
ANI_1_1134134			
ANI_1_1134144	Mannosyltransferase(PMT4)		2.4.1.109
ANI_1_1134164			
ANI_1_1136014			
ANI_1_1136024	Plasma membrane proteolipid 3(PMP3)		
ANI_1_1136034			
ANI_1_1136084	alcohol dehydrogenase		
ANI_1_1136124			
ANI_1_1136134	Fungal specific transcription factor domain		
ANI_1_1136144			
ANI_1_1138034			
ANI_1_1138104	short chain dehydrogenase		
ANI_1_1138124	Six-hairpin glycosidase		
ANI_1_1138134	LysM domain		
ANI_1_1138164	Major Facilitator Superfamily		
ANI_1_114			
ANI_1_1140014	Pheromone processing endoprotease(KEX2)		3.4.21.61
ANI_1_1140024	Phosphatidyl synthase		
ANI_1_1140064	40S ribosomal protein S8		
ANI_1_1140074	Phosphoglycerate mutase		
ANI_1_1140084	DUF967 domain protein		
ANI_1_1140124	Zinc-dependent metalloprotease		
ANI_1_1140134			
ANI_1_1140164	Sensor histidine kinase response regulator		
ANI_1_1140184	PLC-like phosphodiesterase		
ANI_1_114044			
ANI_1_114054	Belongs to the ubiquitin-conjugating enzyme family(ubc15)		2.3.2.23
ANI_1_114074	Choline-phosphate cytidylyltransferase(PCT1)		2.7.7.15
ANI_1_114084	Belongs to the iron ascorbate-dependent oxidoreductase family		
ANI_1_114094	Arrestin domain protein		
ANI_1_114104	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Specific peripheric component of RNA polymerase III which synthesizes small RNAs, such as 5S rRNA and tRNAs(RPC34)		
ANI_1_114144	DJ-1/PfpI family		
ANI_1_114154	kinase GCN2(GCN2)		2.7.11.1
ANI_1_114164	gentisate		1.13.11.4
ANI_1_114184	Nuclear pore complex		
ANI_1_1142034	Chlorophyllase		
ANI_1_1142064			
ANI_1_1142084	Major Facilitator Superfamily		
ANI_1_1142094	Ribosomal proteins L26 eukaryotic, L24P archaeal(RPL26A)		
ANI_1_1142124	dienelactone hydrolase		
ANI_1_1142134	Belongs to the glycosyl hydrolase 18 family		3.2.1.14
ANI_1_1142164	Protein of unknown function (DUF3659)		
ANI_1_1144034	Ion transport protein		
ANI_1_1144084	Belongs to the oxygen-dependent FAD-linked oxidoreductase family		
ANI_1_1144104	Alpha/beta hydrolase family		
ANI_1_1144124	Glutamine amidotransferase class-I		3.4.19.16,6.3.5.2
ANI_1_1144134	GDSL-like Lipase/Acylhydrolase family		
ANI_1_1144184	Cytochrome c oxidase subunit VII		
ANI_1_1146024	60S ribosomal protein L22(rpl22)		
ANI_1_1146034	Luciferase-like monooxygenase		1.14.14.5
ANI_1_1146084	Enoylreductase		
ANI_1_1146104			
ANI_1_1146124	Putative serine dehydratase domain		4.3.1.18
ANI_1_1146134	Protein kinase domain		
ANI_1_1146144	ATP synthase E chain(TIM11)		
ANI_1_1148014	Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family(TRR1)		1.6.5.5,1.8.1.9
ANI_1_1148024	Pre-mRNA splicing factor Dim1		
ANI_1_1148034	Phenol hydroxylase, C-terminal dimerisation domain		1.14.13.7
ANI_1_1148064	MFS multidrug transporter		
ANI_1_1148084	Rta1 domain protein		
ANI_1_1148104	alcohol dehydrogenase		
ANI_1_1148134	SET domain protein(RMS1)		
ANI_1_1148164			
ANI_1_1148184	Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively(BNA5)		3.7.1.3
ANI_1_1150024	Recombination hotspot-binding protein (Translin)(tsn1)		
ANI_1_1150034	Catalyzes the oxidation of uric acid to 5- hydroxyisourate, which is further processed to form (S)-allantoin		1.7.3.3
ANI_1_1150084	cytochrome P450		
ANI_1_1150124	Subtilase family		
ANI_1_1150134	Mannosyltransferase putative(MNN2)		
ANI_1_1150144	Oligosaccharyl transferase subunit (Stt3)(STT3)		2.4.99.18
ANI_1_1150164	Arylsulfotransferase (ASST)		
ANI_1_1150184	Indoleamine 2,3-dioxygenase pyrrole 2,3-dioxygenase		1.13.11.52
ANI_1_1152014	Golgi membrane protein involved in vesicular trafficking and spindle migration(TVP38)		
ANI_1_1152024	Belongs to the glutathione peroxidase family(GPX2)		1.11.1.9
ANI_1_1152064	MRNA splicing factor (Prp17)		
ANI_1_1152084	Amino-transferase class IV		2.6.1.42
ANI_1_1152134	Transcription factor TFIIIB component		
ANI_1_1152144			
ANI_1_1152164	RTA1 like protein		
ANI_1_1154014	CCCH zinc finger and SMR domain protein		
ANI_1_1154024	Transcription factor Pcc1		
ANI_1_1154034	Belongs to the argonaute family		
ANI_1_1154064	Endosomal cargo receptor (Erv14)(ERV14)		
ANI_1_1154084	cytochrome P450		
ANI_1_1154124	Major Facilitator Superfamily		
ANI_1_1154134	Component of the ERMES MDM complex, which serves as a molecular tether to connect the endoplasmic reticulum and mitochondria. Components of this complex are involved in the control of mitochondrial shape and protein biogenesis and may function in phospholipid exchange. The MDM12-MMM1 subcomplex functions in the major beta-barrel assembly pathway that is responsible for biogenesis of all outer membrane beta-barrel proteins, and acts in a late step after the SAM complex. The MDM10-MDM12-MMM1 subcomplex further acts in the TOM40-specific pathway after the action of the MDM12-MMM1 complex. Essential for establishing and maintaining the structure of mitochondria and maintenance of mtDNA nucleoids(MMM1)		
ANI_1_1154144	Coiled-coil domain-containing protein 56		
ANI_1_1154164	Belongs to the iron ascorbate-dependent oxidoreductase family		
ANI_1_1156014	Citrate lyase beta subunit		
ANI_1_1156024			
ANI_1_1156034	Catalyzes the NAD(H)-dependent interconversion of D- fructose and D-mannitol in the mannitol metabolic pathway		1.1.1.67
ANI_1_1156064	ABC transporter (Adp1)(ADP1)		
ANI_1_1156084	Beta-ketoacyl synthase, C-terminal domain		2.3.1.86
ANI_1_1156124	Sugar (and other) transporter		
ANI_1_1156134	Catalyzes the formation of formate and 2-keto-4- methylthiobutyrate (KMTB) from 1,2-dihydroxy-3-keto-5- methylthiopentene (DHK-MTPene)(ADI1)		1.13.11.53,1.13.11.54
ANI_1_1156164			
ANI_1_1158014	Golgi membrane protein involved in vesicular trafficking(TVP23)		
ANI_1_1158024	phosphatase(CDC14)		3.1.3.16,3.1.3.48
ANI_1_1158074	Lea domain protein		3.1.1.45
ANI_1_1158084	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family		
