Gene	Description	Symbol	EC
TRIREDRAFT_104878	Domain of unknown function (DUF4588)		
TRIREDRAFT_104879	Ion transport protein		
TRIREDRAFT_104890	Haloacid dehalogenase-like hydrolase(PHO13)		3.1.3.41
TRIREDRAFT_104898			
TRIREDRAFT_104907			
TRIREDRAFT_104911			
TRIREDRAFT_104923			
TRIREDRAFT_104925			
TRIREDRAFT_104927			
TRIREDRAFT_104939			
TRIREDRAFT_104942	Alkbh6 protein		
TRIREDRAFT_104952			
TRIREDRAFT_104958	CTD kinase subunit gamma CTK3 C-terminus		
TRIREDRAFT_104968			
TRIREDRAFT_104972	Eukaryotic glutathione synthase(GSH2)		6.3.2.3
TRIREDRAFT_104978	Golgin subfamily A member 7/ERF4 family		
TRIREDRAFT_104994	d-lactate dehydrogenase		1.1.99.40
TRIREDRAFT_105003	NAD(P)H-binding		
TRIREDRAFT_105011	Histidine biosynthesis protein(HIS6)		5.3.1.16
TRIREDRAFT_105019	DnaJ molecular chaperone homology domain		
TRIREDRAFT_105026			
TRIREDRAFT_105027	regulation of (1->6)-beta-D-glucan biosynthetic process		
TRIREDRAFT_105031	Belongs to the helicase family. RecQ subfamily		3.6.4.12
TRIREDRAFT_105035	3-oxo-5-alpha-steroid 4-dehydrogenase(TSC13)		1.3.1.93
TRIREDRAFT_105051	GPI-Mannosyltransferase II co-activator		
TRIREDRAFT_105054	LsmAD(PBP1)		
TRIREDRAFT_105055	Catalyzes the third of the four reactions of the long- chain fatty acids elongation cycle. This endoplasmic reticulum- bound enzymatic process, allows the addition of two carbons to the chain of long- and very long-chain fatty acids VLCFAs per cycle. This enzyme catalyzes the dehydration of the 3-hydroxyacyl-CoA intermediate into trans-2,3-enoyl-CoA, within each cycle of fatty acid elongation. Thereby, it participates to the production of VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and lipid mediators		4.2.1.134
TRIREDRAFT_105062	Deoxyribonuclease NucA/NucB		
TRIREDRAFT_105070	Cys/Met metabolism PLP-dependent enzyme		2.5.1.48
TRIREDRAFT_105072	Polysaccharide deacetylase		
TRIREDRAFT_105079	mrna splicing factor rna helicase		
TRIREDRAFT_105081	EF-hand domain pair		
TRIREDRAFT_105092			
TRIREDRAFT_105106			
TRIREDRAFT_105133	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain		
TRIREDRAFT_105143			
TRIREDRAFT_105147			
TRIREDRAFT_105150			
TRIREDRAFT_105154			
TRIREDRAFT_105155			
TRIREDRAFT_105156			
TRIREDRAFT_105157			
TRIREDRAFT_105158			
TRIREDRAFT_105165			
TRIREDRAFT_105167			
TRIREDRAFT_105171	serine-type aminopeptidase activity		
TRIREDRAFT_105173	ankyrin repeats		
TRIREDRAFT_105174			
TRIREDRAFT_105176			
TRIREDRAFT_105187			
TRIREDRAFT_105189	Proteasome beta subunits C terminal(PUP1)		3.4.25.1
TRIREDRAFT_105190	Nuclear pore complex(NUP159)		
TRIREDRAFT_105191	RNA polymerases D(RPC40)		
TRIREDRAFT_105192	E2_bind(uba3)		6.2.1.45
TRIREDRAFT_105196			
TRIREDRAFT_105202	Functions as actin-binding component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks(ARC35)		
TRIREDRAFT_105206			
TRIREDRAFT_105216	Ankyrin repeats (3 copies)		
TRIREDRAFT_105220	Domain of unknown function (DUF3328)		
TRIREDRAFT_105221	Domain of unknown function (DUF3328)		
TRIREDRAFT_105222			
TRIREDRAFT_105223	Pyridine nucleotide-disulfide oxidoreductase family protein		
TRIREDRAFT_105224			
TRIREDRAFT_105233			
TRIREDRAFT_105237			
TRIREDRAFT_105238	Taurine catabolism dioxygenase TauD, TfdA family		
TRIREDRAFT_105239			
TRIREDRAFT_105242	Methyltransferase domain		
TRIREDRAFT_105246			
TRIREDRAFT_105247	Belongs to the type-B carboxylesterase lipase family		
TRIREDRAFT_105251	integral membrane protein		
TRIREDRAFT_105255	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_105260	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
TRIREDRAFT_105263	Fungal specific transcription factor domain		
TRIREDRAFT_105269	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_105275	Parallel beta-helix repeats		
TRIREDRAFT_105279	Belongs to the peptidase M28 family		3.4.11.10
TRIREDRAFT_105282	Aldo/keto reductase family		
TRIREDRAFT_105286			
TRIREDRAFT_105287	Glyoxalase-like domain		
TRIREDRAFT_105288			
TRIREDRAFT_105290			
TRIREDRAFT_105291			
TRIREDRAFT_105307	small ribosomal subunit rRNA binding(MRPS6)		
TRIREDRAFT_105311			
TRIREDRAFT_105313			
TRIREDRAFT_105315			
TRIREDRAFT_105328			
TRIREDRAFT_105330	NACHT domain		
TRIREDRAFT_105336	Lysin motif		
TRIREDRAFT_105338			
TRIREDRAFT_105342			
TRIREDRAFT_105346			
TRIREDRAFT_105349			
TRIREDRAFT_105351	Prp19/Pso4-like		2.3.2.27
TRIREDRAFT_105356			
TRIREDRAFT_105363	HpcH/HpaI aldolase/citrate lyase family		4.1.2.52
TRIREDRAFT_105379	Isochorismatase family		
TRIREDRAFT_105381	Putative oxalocrotonate tautomerase enzyme		
TRIREDRAFT_105383	ankyrin repeats		
TRIREDRAFT_105385	Ankyrin repeat		
TRIREDRAFT_105386	PHD zinc finger		
TRIREDRAFT_105389	Protein of unknown function (DUF3433)		
TRIREDRAFT_105391	Protein kinase domain		
TRIREDRAFT_105393	Phosphorylase superfamily		
TRIREDRAFT_105401			
TRIREDRAFT_105405			
TRIREDRAFT_105406			
TRIREDRAFT_105407			
TRIREDRAFT_105408			
TRIREDRAFT_105409	Ras association (RalGDS/AF-6) domain		
TRIREDRAFT_105420			
TRIREDRAFT_105423	Gpi-anchored cell surface		
TRIREDRAFT_105432	Src homology 3 domains(BUD14)		
TRIREDRAFT_105444			
TRIREDRAFT_105445			
TRIREDRAFT_105447	Carbonic anhydrase		4.2.1.1
TRIREDRAFT_105448	Ricin-type beta-trefoil		
TRIREDRAFT_105449	Protein tyrosine kinase		
TRIREDRAFT_105454			
TRIREDRAFT_105455			
TRIREDRAFT_105457	Subtilase family		
TRIREDRAFT_105458	zinc finger		
TRIREDRAFT_105465	Meiotically up-regulated gene 113		
TRIREDRAFT_105466			
TRIREDRAFT_105467			
TRIREDRAFT_105475	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_105479	Ribosomal protein L13(MRPL23)		
TRIREDRAFT_105483			
TRIREDRAFT_105488			
TRIREDRAFT_105504	Alkaline phosphatase homologues(PHO8)		3.1.3.1
TRIREDRAFT_105514			
TRIREDRAFT_105515	Protein of unknown function (DUF3237)		
TRIREDRAFT_105518	Belongs to the two pore domain potassium channel (TC 1.A.1.8) family		
TRIREDRAFT_105520	Fungal specific transcription factor domain		
TRIREDRAFT_105524			
TRIREDRAFT_105532			
TRIREDRAFT_105533			
TRIREDRAFT_105535	Protein of unknown function (DUF1168)		
TRIREDRAFT_105537			
TRIREDRAFT_105538	chromatin binding		
TRIREDRAFT_105540			
TRIREDRAFT_105553			
TRIREDRAFT_105556			
TRIREDRAFT_105557	galactosyl transferase GMA12/MNN10 family(MNN10)		
TRIREDRAFT_105565	Sugar (and other) transporter		
TRIREDRAFT_105589	Mitochondrial ATPase inhibitor, IATP(INH1)		
TRIREDRAFT_105593	ribosomal protein(MRPL25)		
TRIREDRAFT_105597			
TRIREDRAFT_105613			
TRIREDRAFT_105617			
TRIREDRAFT_105623	ATP synthase(ATP3)		
TRIREDRAFT_105628	PGAP1-like protein		
TRIREDRAFT_105631			
TRIREDRAFT_105636	WD40 repeats(TRM82)		
TRIREDRAFT_105643	Bromo adjacent homology domain(SNT2)		
TRIREDRAFT_105647	Involved in nucleolar integrity and required for processing of the pre-rRNA for the 60S ribosome subunit(CGR1)		
TRIREDRAFT_105650	DUF4187		
TRIREDRAFT_105652	Hsp70 protein		
TRIREDRAFT_105676	MCM N-terminal domain(mcm7)		3.6.4.12
TRIREDRAFT_105682	TRAPP trafficking subunit Trs65		
TRIREDRAFT_105692	GRASP55/65 PDZ-like domain		
TRIREDRAFT_105701	basic region leucin zipper		
TRIREDRAFT_105707			
TRIREDRAFT_105709			
TRIREDRAFT_105710			
TRIREDRAFT_105718			
TRIREDRAFT_105722	carbonate dehydratase activity		
TRIREDRAFT_105729	phosphatidylglycerol acyl-chain remodeling		
TRIREDRAFT_105748			
TRIREDRAFT_105752	Voltage-dependent anion channel		
TRIREDRAFT_105763	CFEM domain		
TRIREDRAFT_105765	Protein kinase domain		
TRIREDRAFT_105768	Cytochrome P450		
TRIREDRAFT_105771	Rhodanese Homology Domain		2.1.1.137
TRIREDRAFT_105775	Pfam:DUF946		
TRIREDRAFT_105784	Fungal specific transcription factor domain		
TRIREDRAFT_105785			
TRIREDRAFT_105787	Tryptophan halogenase		
TRIREDRAFT_105788	Belongs to the peptidase A1 family		
TRIREDRAFT_105798	Fungal trichothecene efflux pump (TRI12)		
TRIREDRAFT_105804	Starter unit:ACP transacylase in aflatoxin biosynthesis		
TRIREDRAFT_105805	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_105806	Membrane bound O-acyl transferase family		
TRIREDRAFT_105808			
TRIREDRAFT_105810	Protealysin propeptide		
TRIREDRAFT_105816	TAP-like protein		
TRIREDRAFT_105820	Protein tyrosine kinase		
TRIREDRAFT_105823	Belongs to the oxygen-dependent FAD-linked oxidoreductase family		
TRIREDRAFT_105832	AIR carboxylase		4.1.1.21
TRIREDRAFT_105834	Fungal specific transcription factor domain		
TRIREDRAFT_105838	Metallo-beta-lactamase superfamily		
TRIREDRAFT_105840			
TRIREDRAFT_105843	Zinc finger protein		
TRIREDRAFT_105844			
TRIREDRAFT_105847			
TRIREDRAFT_105848	Acetyltransferase (GNAT) domain		
TRIREDRAFT_105849	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_105851	GMC oxidoreductase		
TRIREDRAFT_105854	Encoded by		
TRIREDRAFT_105860			
TRIREDRAFT_105863			
TRIREDRAFT_105864			
TRIREDRAFT_105866			
TRIREDRAFT_105867			
TRIREDRAFT_105868			
TRIREDRAFT_105869	Fungal hydrophobin		
TRIREDRAFT_105870	Belongs to the MIP aquaporin (TC 1.A.8) family		
TRIREDRAFT_105874	Berberine and berberine like		
TRIREDRAFT_105880	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_105882			
TRIREDRAFT_105884	Enoyl-(Acyl carrier protein) reductase		1.1.1.349
TRIREDRAFT_105888	Enoyl-(Acyl carrier protein) reductase		
TRIREDRAFT_105891	WD domain, G-beta repeat		
TRIREDRAFT_105894			
TRIREDRAFT_105904			
TRIREDRAFT_105911			
TRIREDRAFT_105912			1.13.12.5
TRIREDRAFT_105917	Fungal specific transcription factor domain(LYS14)		
TRIREDRAFT_105924	UDP-glucoronosyl and UDP-glucosyl transferase		
TRIREDRAFT_105931	Glycosyl hydrolase family 20, domain 2		3.2.1.52
TRIREDRAFT_105938	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)(SLT11)		
TRIREDRAFT_105956	Alpha-amylase domain		3.2.1.1
TRIREDRAFT_105968	clavaminate synthase-like protein		
TRIREDRAFT_105969	Protein of unknown function (DUF1223)		
TRIREDRAFT_105970	Enoyl-(Acyl carrier protein) reductase		
TRIREDRAFT_105975			
TRIREDRAFT_105977			
TRIREDRAFT_105978	Aminotransferase class I and II(ARO8)		2.6.1.27,2.6.1.39,2.6.1.5,2.6.1.57
TRIREDRAFT_105979			
TRIREDRAFT_105980			
TRIREDRAFT_105983	Methylmuconolactone methyl-isomerase		
TRIREDRAFT_105984			
TRIREDRAFT_105989	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_105994			
TRIREDRAFT_106009	Fungal specific transcription factor domain		
TRIREDRAFT_106014	PhoX homologous domain, present in p47phox and p40phox.(SNX3)		
TRIREDRAFT_106016			
TRIREDRAFT_106018	Melanoma-associated antigen		
TRIREDRAFT_106023	Essential protein Yae1, N terminal(YAE1)		
TRIREDRAFT_106024	translation		
TRIREDRAFT_106029	Major Facilitator Superfamily		
TRIREDRAFT_106035			
TRIREDRAFT_106037	Transcription mediator complex subunit Med12(SRB8)		
TRIREDRAFT_106039	Ribosomal protein S28e(RPS28A)		
TRIREDRAFT_106041			
TRIREDRAFT_106043	Glutathione-dependent formaldehyde-activating enzyme		
TRIREDRAFT_106048	C2H2-type zinc finger		
TRIREDRAFT_106049	UvrD-like helicase C-terminal domain		
TRIREDRAFT_106051			
TRIREDRAFT_106055	Aromatic acid exporter family member 2		
TRIREDRAFT_106064	Zinc-finger double-stranded RNA-binding		
TRIREDRAFT_106067	Belongs to the GroES chaperonin family(hsp10)		
TRIREDRAFT_106081	Protein tyrosine kinase		
TRIREDRAFT_106082	integral membrane protein		
TRIREDRAFT_106089			
TRIREDRAFT_106107			
TRIREDRAFT_106108	Pfam:RRM_6(WHI3)		
TRIREDRAFT_106111			
TRIREDRAFT_106113	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins(SEC21)		
TRIREDRAFT_106116	fungal specific transcription factor		
TRIREDRAFT_106118	Sugar (and other) transporter(GIT1)		
TRIREDRAFT_106120	Steryl acetyl hydrolase		
TRIREDRAFT_106129			
TRIREDRAFT_106130	Prolyl oligopeptidase family		
TRIREDRAFT_106131	Encoded by		
TRIREDRAFT_106138			
TRIREDRAFT_106145	Probably involved in the biogenesis of the COX complex(SHY1)		
TRIREDRAFT_106147	CHCH domain protein		
TRIREDRAFT_106148	Sas10/Utp3/C1D family		
TRIREDRAFT_106150	Component of the coenzyme Q biosynthetic pathway. May play a role in organizing a multi-subunit COQ enzyme complex required for coenzyme Q biosynthesis. Required for steady-state levels of other COQ polypeptides(COQ4)		
TRIREDRAFT_106151			
TRIREDRAFT_106152			
TRIREDRAFT_106154			
TRIREDRAFT_106155	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain		
TRIREDRAFT_106160	Phosphotransferase enzyme family		
TRIREDRAFT_106161	protein localization to T-tubule		
TRIREDRAFT_106164	Belongs to the short-chain dehydrogenases reductases (SDR) family		
TRIREDRAFT_106168			
TRIREDRAFT_106171	Heterokaryon incompatibility protein (HET)		
TRIREDRAFT_106178	RNA binding		3.6.4.13
TRIREDRAFT_106181	Mating-type protein		
TRIREDRAFT_106205	Ubiquitin carboxyl-terminal hydrolase(UBP1)		3.4.19.12
TRIREDRAFT_106219			
TRIREDRAFT_106223			
TRIREDRAFT_106229			
TRIREDRAFT_106234	EXS family(SYG1)		
TRIREDRAFT_106236			
TRIREDRAFT_106237	Chromatin assembly factor 1 subunit A		
TRIREDRAFT_106242			
TRIREDRAFT_106244	Fungal specific transcription factor domain		
TRIREDRAFT_106245	Occurs in almost all aerobically respiring organisms and serves to protect cells from the toxic effects of hydrogen peroxide		1.11.1.6
TRIREDRAFT_106248	Heme oxygenase		
TRIREDRAFT_106249	WD domain, G-beta repeat		
TRIREDRAFT_106250	Glutamine amidotransferases class-II(DUG3)		
TRIREDRAFT_106251			
TRIREDRAFT_106252			
TRIREDRAFT_106253			
TRIREDRAFT_106258	Glutathione-dependent formaldehyde-activating enzyme		
TRIREDRAFT_106259	Fungal specific transcription factor domain		
TRIREDRAFT_106267			
TRIREDRAFT_106270	SnoaL-like domain		
TRIREDRAFT_106272	Enoylreductase		
TRIREDRAFT_106274			
TRIREDRAFT_106276	Rit1 N-terminal domain(RIT1)		
TRIREDRAFT_106283	Spindle pole body formation-associated protein		
TRIREDRAFT_106287	Spo12 family		
TRIREDRAFT_106294			
TRIREDRAFT_106296			
TRIREDRAFT_106297	Solute carrier family 12		
TRIREDRAFT_106306			
TRIREDRAFT_106308	Heterokaryon incompatibility protein (HET)		
TRIREDRAFT_106309	Protein of unknown function (DUF1777)		
TRIREDRAFT_106314	ankyrin repeats		
TRIREDRAFT_106315	serine-type aminopeptidase activity		
TRIREDRAFT_106321			
TRIREDRAFT_106330	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
TRIREDRAFT_106331	Transport protein Trs120 or TRAPPC9, TRAPP II complex subunit(TRS120)		
TRIREDRAFT_106337	Sec1-binding region of Mso1		
TRIREDRAFT_106340			
TRIREDRAFT_106342	DNA binding		
TRIREDRAFT_106353			
TRIREDRAFT_106356	RTA1 like protein		
TRIREDRAFT_106357			
TRIREDRAFT_106362			
TRIREDRAFT_106370			
TRIREDRAFT_106371			
TRIREDRAFT_106378	Ferritin-like domain		
TRIREDRAFT_106391	Putative stress-responsive nuclear envelope protein		
TRIREDRAFT_106405	Lipase (class 3)		
TRIREDRAFT_106429	Apc13p protein		
TRIREDRAFT_106437	Fungal N-terminal domain of STAND proteins		
TRIREDRAFT_106444			
TRIREDRAFT_106445			
TRIREDRAFT_106450			
TRIREDRAFT_106452	Fungal specific transcription factor domain		
TRIREDRAFT_106453			
TRIREDRAFT_106457			
TRIREDRAFT_106467			
TRIREDRAFT_106470			
TRIREDRAFT_106471	Transcription factor Opi1(OPI1)		
TRIREDRAFT_106473	TATA box binding protein associated factor(taf6)		
TRIREDRAFT_106475	NAD(P)H-binding		
TRIREDRAFT_106476	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_106479	3-beta hydroxysteroid dehydrogenase/isomerase family		
TRIREDRAFT_106480	FAD binding domain		
TRIREDRAFT_106482			
TRIREDRAFT_106484			
TRIREDRAFT_106486	Trichodiene synthase (TRI5)		
TRIREDRAFT_106487	Phosphotransferase enzyme family		
TRIREDRAFT_106488	NUDIX domain		
TRIREDRAFT_106490			
TRIREDRAFT_106491			
TRIREDRAFT_106492			
TRIREDRAFT_106493	Aldo/keto reductase family		
TRIREDRAFT_106494	NACHT and WD		
TRIREDRAFT_106499			
TRIREDRAFT_106512			
TRIREDRAFT_106516	Belongs to the short-chain dehydrogenases reductases (SDR) family		
TRIREDRAFT_106531	Gtr1/RagA G protein conserved region(GTR1)		
TRIREDRAFT_106533	golgi membrane protein		
TRIREDRAFT_106537			
TRIREDRAFT_106538	Fungal hydrophobin		
TRIREDRAFT_106539	Transferase family		
TRIREDRAFT_106554			
TRIREDRAFT_106556	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family(HXT5)		
TRIREDRAFT_106564			
TRIREDRAFT_106569	cyclin-dependent protein serine/threonine kinase activity		
TRIREDRAFT_106570	Kinase phosphorylation protein		
TRIREDRAFT_106575	Glycosyl hydrolase family 79 C-terminal beta domain		
TRIREDRAFT_106576			
TRIREDRAFT_106583			
TRIREDRAFT_106584			
TRIREDRAFT_106586			
TRIREDRAFT_106591			
TRIREDRAFT_106595	Binds to the signal sequence of presecretory protein when they emerge from the ribosomes and transfers them to TRAM (translocating chain-associating membrane protein)(SRP54)		3.6.5.4
TRIREDRAFT_106603	Ras of Complex, Roc, domain of DAPkinase(TEM1)		
TRIREDRAFT_106604			
TRIREDRAFT_106605			
TRIREDRAFT_106606			
TRIREDRAFT_106607	Heterokaryon incompatibility protein (HET)		
TRIREDRAFT_106615	Glioma tumor suppressor candidate region gene 1		
TRIREDRAFT_106617	Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone		
TRIREDRAFT_106623			
TRIREDRAFT_106624			
TRIREDRAFT_106625	zinc finger		
TRIREDRAFT_106626	ATPase family associated with various cellular activities (AAA)		
TRIREDRAFT_106627			
TRIREDRAFT_106636	GTPase-activator protein for Rho-like GTPases		
TRIREDRAFT_106640	Translation initiation factor IF-3, C-terminal domain		
TRIREDRAFT_106641	Alb1		
TRIREDRAFT_106642	zinc finger domain protein		
TRIREDRAFT_106645	oxidation-reduction process		
TRIREDRAFT_106646	AMP-binding enzyme C-terminal domain		
TRIREDRAFT_106647			
TRIREDRAFT_106649	Low-density lipoprotein-receptor YWTD domain		
TRIREDRAFT_106654	Fungal specific transcription factor domain		
TRIREDRAFT_106657			
TRIREDRAFT_106659	FAD binding domain containing protein		
TRIREDRAFT_106660	rhs repeat protein		
TRIREDRAFT_106661	Peptidase A4 family		
TRIREDRAFT_106662			
TRIREDRAFT_106676			
TRIREDRAFT_106677	Transcription factor		
TRIREDRAFT_106680	Nucleolar RNA-binding protein, Nop10p family(NOP10)		
TRIREDRAFT_106684			
TRIREDRAFT_106686	Taurine catabolism dioxygenase TauD, TfdA family		
TRIREDRAFT_106695	Oxidoreductase molybdopterin binding domain		1.8.3.1
TRIREDRAFT_106697	Acetyl xylan esterase (AXE1)		
TRIREDRAFT_106706	Fungal specific transcription factor domain		
TRIREDRAFT_106720	Fungal specific transcription factor domain		
TRIREDRAFT_106730	Vacuolar protein 14 C-terminal Fig4p binding		
TRIREDRAFT_106731			
TRIREDRAFT_106743			
TRIREDRAFT_106744	R3H domain(SQS1)		
TRIREDRAFT_106755	Ribosome-assembly protein 3		
TRIREDRAFT_106761	Involved in autophagy and cytoplasm to vacuole transport (Cvt) vesicle formation. Plays a key role in the organization of the preautophagosomal structure phagophore assembly site (PAS), the nucleating site for formation of the sequestering vesicle(ATG9)		
TRIREDRAFT_106769	AAA ATPase domain(smc6)		3.6.4.13
TRIREDRAFT_106781			
TRIREDRAFT_106797	EXOIII		
TRIREDRAFT_106798	Acetyltransferase (GNAT) domain		
TRIREDRAFT_106801	Transglutaminase-like superfamily		
TRIREDRAFT_106812			
TRIREDRAFT_106818	HPC2 and ubinuclein domain(HPC2)		
TRIREDRAFT_106821			
TRIREDRAFT_106828	DUF167		
TRIREDRAFT_106829	Acetyltransferase (GNAT) domain		
TRIREDRAFT_106834	NADH-ubiquinone oxidoreductase 21.3 kDa subunit		
TRIREDRAFT_106868			
TRIREDRAFT_106869	AMP-binding enzyme C-terminal domain		
TRIREDRAFT_106874			
TRIREDRAFT_106877	Transcriptional activator of glycolytic enzymes		
TRIREDRAFT_106879			
TRIREDRAFT_106885	Acyl-CoA dehydrogenase, C-terminal domain		1.3.8.7
TRIREDRAFT_106895			
TRIREDRAFT_106897			
TRIREDRAFT_106900			
TRIREDRAFT_106928	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family		3.6.3.9
TRIREDRAFT_106936	Ferric reductase NAD binding domain		
TRIREDRAFT_106939	Protein kinase domain		
TRIREDRAFT_106947			
TRIREDRAFT_106951			
TRIREDRAFT_106958			
TRIREDRAFT_106960			
TRIREDRAFT_106962	Belongs to the DEAD box helicase family(DHH1)		3.6.4.13
TRIREDRAFT_106981	DASH complex subunit Spc34		
TRIREDRAFT_106982			
TRIREDRAFT_106998			
TRIREDRAFT_107002			
TRIREDRAFT_107003	Acetyltransferase (GNAT) domain		
TRIREDRAFT_107005	Pleckstrin homology domain		
TRIREDRAFT_107007	Protein of unknown function (DUF1524)		
